Entidad,Sexo,Puesto,minutos_app,total_encuestas,total_asist,Fecha
Oaxaca,Mujer,Enfermera/o,830.2,0,9,2024-08-05
Sonora,Mujer,Médica/o residente,654.7,0,9,2024-08-05
Querétaro,Mujer,Pasante,0.0,0,0,2024-08-05
Sonora,Mujer,Estudiante de medicina,165.2,0,1,2024-08-05
Oaxaca,Mujer,Pasante,0.0,0,2,2024-08-05
Nuevo León,Sin dato,Médica/o,343.0,7,9,2024-08-05
Querétaro,Sin dato,Sin dato,0.0,0,1,2024-08-05
Coahuila,Mujer,Química/o,345.1,0,9,2024-08-05
Campeche,Prefiero No Contestar,Administrativa/o,0.0,0,9,2024-08-05
Oaxaca,Mujer,Médica/o,0.0,0,0,2024-08-05
Oaxaca,Sin dato,Sin dato,755.7,0,9,2024-08-05
Ciudad De México,Hombre,Médica/o,0.9,0,1,2024-08-05
Oaxaca,Mujer,Administrativa/o,370.2,0,8,2024-08-05
Coahuila,Mujer,Personal Directivo,54.9,0,3,2024-08-05
Sonora,Hombre,Psicóloga/o,446.9,0,9,2024-08-05
Oaxaca,Hombre,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,2,2024-08-05
Sonora,Mujer,Estudiante de medicina,358.3,0,9,2024-08-05
Querétaro,Hombre,Médica/o residente,0.0,0,0,2024-08-05
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Querétaro,Sin dato,Pasante,0.0,5,0,2024-08-05
Querétaro,Mujer,Otro (Especifique),125.7,0,1,2024-08-05
Jalisco,Mujer,Administrativa/o,1631.0,0,6,2024-08-05
Nuevo León,Mujer,Psicóloga/o,437.6,0,9,2024-08-05
Oaxaca,Mujer,Supervisor/a,558.0,0,9,2024-08-05
Oaxaca,Mujer,Enfermera/o,734.4,0,9,2024-08-05
Coahuila,Sin dato,Sin dato,303.3,0,9,2024-08-05
Sonora,Hombre,Estudiante de medicina,470.4,0,6,2024-08-05
Coahuila,Sin dato,Sin dato,740.6,0,8,2024-08-05
Colombia,Mujer,"Coordinador/a, responsable o supervisión de área",983.5,0,7,2024-08-05
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Guanajuato,Mujer,Sin dato,0.0,0,0,2024-08-05
Coahuila,Hombre,Personal Directivo,174.2,0,3,2024-08-05
Oaxaca,Sin dato,Sin dato,634.4,0,9,2024-08-05
Jalisco,Sin dato,Sin dato,2644.3,0,9,2024-08-05
Coahuila,Sin dato,Personal directivo,0.0,7,2,2024-08-05
Coahuila,Hombre,Médica/o,333.0,0,9,2024-08-05
Querétaro,Hombre,Enfermera/o,0.0,0,1,2024-08-05
Coahuila,Mujer,Administrativa/o,1755.7,7,9,2024-08-05
Oaxaca,Mujer,Odontóloga/o,1160.9,0,9,2024-08-05
Querétaro,Hombre,Nutrióloga/o,12.2,0,4,2024-08-05
Sonora,Sin dato,Sin dato,0.0,0,1,2024-08-05
Nuevo León,Sin dato,Enfermera/o,0.0,6,3,2024-08-05
Sin dato,Mujer,Sin dato,0.0,0,0,2024-08-05
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",674.2,7,9,2024-08-05
Querétaro,Mujer,Psicóloga/o,1722.3,0,9,2024-08-05
Nuevo León,Mujer,Enfermera/o,0.0,0,9,2024-08-05
Nuevo León,Sin dato,Sin dato,0.0,0,1,2024-08-05
Querétaro,Mujer,Pasante,12.0,0,3,2024-08-05
Querétaro,Mujer,Otro (Especifique),38.9,0,0,2024-08-05
Coahuila,Hombre,Médica/o,0.0,0,2,2024-08-05
Sonora,Mujer,Administrativa/o,0.0,0,3,2024-08-05
Nuevo León,Mujer,Médica/o,634.7,0,9,2024-08-05
Oaxaca,Mujer,"Coordinador/a, Responsable O Supervisión De Área",702.0,0,9,2024-08-05
Sonora,Hombre,Psicóloga/o,0.0,0,1,2024-08-05
Coahuila,Sin dato,Sin dato,0.0,0,1,2024-08-05
Querétaro,Mujer,Psicóloga/o,535.7,0,8,2024-08-05
Querétaro,Hombre,Pasante,571.5,0,9,2024-08-05
Oaxaca,Sin dato,Técnica/o,9.3,7,2,2024-08-05
Coahuila,Sin dato,Sin dato,482.1,0,9,2024-08-05
Querétaro,Mujer,Nutrióloga/o,441.1,0,5,2024-08-05
Campeche,Hombre,Médica/o,672.1,0,9,2024-08-05
Coahuila,Mujer,Química/o,0.0,0,0,2024-08-05
Colima,Mujer,Otro,0.0,0,4,2024-08-05
Coahuila,Sin dato,Sin dato,0.0,0,1,2024-08-05
Sonora,Mujer,Estudiante de medicina,847.6,0,8,2024-08-05
Sonora,Mujer,Pasante,0.0,0,8,2024-08-05
Nuevo León,Hombre,Enfermera/o,643.1,0,9,2024-08-05
Querétaro,Hombre,Administrativa/o,0.0,0,0,2024-08-05
Campeche,Mujer,Psicóloga/o,422.0,0,8,2024-08-05
Oaxaca,Mujer,Médica/o,0.0,0,0,2024-08-05
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Nuevo León,Mujer,Pasante,677.8,0,9,2024-08-05
Oaxaca,Sin dato,Médica/o,783.4,7,8,2024-08-05
Nuevo León,Mujer,Pasante,363.9,0,9,2024-08-05
Querétaro,Sin dato,Enfermera/o,0.0,7,0,2024-08-05
Oaxaca,Mujer,Médica/o,1162.4,0,9,2024-08-05
Oaxaca,Mujer,Psicóloga/o,0.0,0,1,2024-08-05
Querétaro,Mujer,Pasante,0.0,0,2,2024-08-05
Sonora,Mujer,Enfermera/o,5.9,0,3,2024-08-05
Oaxaca,Sin dato,Enfermera/o,0.0,7,0,2024-08-05
Sonora,Hombre,Otro (Especifique),0.0,0,0,2024-08-05
Oaxaca,Mujer,Médica/o,800.4,0,9,2024-08-05
Oaxaca,Sin dato,Administrativa/o,80.4,6,4,2024-08-05
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Nuevo León,Mujer,Médica/o,30.8,0,7,2024-08-05
Querétaro,Sin dato,Enfermera/o,1173.8,7,9,2024-08-05
Oaxaca,Mujer,Enfermera/o,988.0,0,9,2024-08-05
Sonora,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Nuevo León,Sin dato,Promotor/a en salud,581.1,7,9,2024-08-05
Sonora,Sin dato,Promotor/a en salud,613.6,7,9,2024-08-05
Oaxaca,Mujer,Administrativa/o,637.5,0,9,2024-08-05
Querétaro,Mujer,Química/o,0.0,0,1,2024-08-05
Querétaro,Hombre,Otro (Especifique),0.0,0,1,2024-08-05
Querétaro,Mujer,Enfermera/o,0.0,0,2,2024-08-05
Campeche,Mujer,Pasante,0.0,0,0,2024-08-05
Nuevo León,Sin dato,Enfermera/o,0.0,7,7,2024-08-05
Campeche,Mujer,Enfermera/o,0.0,0,1,2024-08-05
Campeche,Mujer,Médica/o,907.5,0,9,2024-08-05
Oaxaca,Sin dato,Enfermera/o,0.0,6,0,2024-08-05
Oaxaca,Mujer,"Coordinador/a, Responsable O Supervisión De Área",204.5,0,9,2024-08-05
Querétaro,Hombre,Médica/o residente,0.0,0,0,2024-08-05
Guanajuato,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,0,2024-08-05
Sonora,Hombre,Docente,385.7,0,9,2024-08-05
Sonora,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,7,0,2024-08-05
Campeche,Mujer,Pasante,0.0,0,0,2024-08-05
Coahuila,Sin dato,Enfermera/o,1116.7,7,9,2024-08-05
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Querétaro,Mujer,"Coordinador/a, responsable o supervisión de área",793.1,0,9,2024-08-05
Querétaro,Mujer,Médica/o,0.0,0,0,2024-08-05
Jalisco,Mujer,Enfermera/o,52.4,0,3,2024-08-05
Querétaro,Mujer,Otro (Especifique),965.5,0,9,2024-08-05
Nuevo León,Sin dato,Administrativa/o,820.3,7,9,2024-08-05
Nuevo León,Mujer,Administrativa/o,646.7,0,8,2024-08-05
Oaxaca,Mujer,Administrativa/o,0.0,0,0,2024-08-05
Sonora,Mujer,Trabajador/a social,0.0,0,0,2024-08-05
Sonora,Mujer,Psicóloga/o,772.7,7,9,2024-08-05
Oaxaca,Mujer,Enfermera/o,17.5,0,3,2024-08-05
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Sonora,Mujer,Otro (Especifique),0.0,0,0,2024-08-05
Oaxaca,Sin dato,Administrativa/o,1296.6,7,8,2024-08-05
Querétaro,Mujer,Pasante,0.0,0,0,2024-08-05
Querétaro,Mujer,Pasante,0.0,0,4,2024-08-05
Sonora,Mujer,Psicóloga/o,0.0,0,2,2024-08-05
Querétaro,Hombre,Pasante,951.5,0,9,2024-08-05
Campeche,Mujer,Nutrióloga/o,119.0,0,1,2024-08-05
Nuevo León,Mujer,Nutrióloga/o,0.0,0,7,2024-08-05
Nuevo León,Sin dato,Nutrióloga/o,680.2,7,7,2024-08-05
Querétaro,Sin dato,Nutrióloga/o,684.9,7,9,2024-08-05
Sonora,Mujer,Promotor/a En Salud,0.0,0,0,2024-08-05
Oaxaca,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,2,2024-08-05
Sonora,Hombre,Psicóloga/o,0.0,0,0,2024-08-05
Campeche,Sin dato,Médica/o residente,433.6,7,9,2024-08-05
Nuevo León,Mujer,"Coordinador/a, responsable o supervisión de área",510.8,0,9,2024-08-05
Nuevo León,Mujer,Administrativa/o,55.2,0,3,2024-08-05
Campeche,Mujer,Enfermera/o,0.0,0,3,2024-08-05
Querétaro,Mujer,Pasante,90.2,0,8,2024-08-05
Sonora,Hombre,Psicóloga/o,14.9,0,2,2024-08-05
Oaxaca,Mujer,Odontóloga/o,833.3,0,9,2024-08-05
Oaxaca,Mujer,"Coordinador/a, Responsable O Supervisión De Área",1274.3,0,9,2024-08-05
Oaxaca,Sin dato,Personal directivo,1147.2,7,9,2024-08-05
Nuevo León,Mujer,Enfermera/o,129.6,0,2,2024-08-05
Coahuila,Mujer,"Coordinador/a, responsable o supervisión de área",982.3,0,9,2024-08-05
Querétaro,Hombre,Médica/o residente,0.0,0,0,2024-08-05
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",376.4,7,5,2024-08-05
Sonora,Sin dato,"Coordinador/a, responsable o supervisión de área",2967.6,7,9,2024-08-05
Campeche,Mujer,Trabajador/a social,0.0,0,3,2024-08-05
Coahuila,Mujer,Enfermera/o,724.4,0,9,2024-08-05
Querétaro,Hombre,Médica/o,0.0,0,0,2024-08-05
Sin dato,Mujer,Sin dato,0.0,0,0,2024-08-05
Nuevo León,Sin dato,Personal directivo,727.4,7,9,2024-08-05
Guanajuato,Mujer,"Coordinador/a, Responsable O Supervisión De Área",629.6,0,9,2024-08-05
Sonora,Hombre,Médica/o residente,312.1,0,8,2024-08-05
Ciudad De México,Hombre,Otro,11.7,0,7,2024-08-05
Querétaro,Mujer,Pasante,0.0,0,0,2024-08-05
Campeche,Hombre,Pasante,0.0,0,0,2024-08-05
Coahuila,Hombre,Psicóloga/o,498.1,0,9,2024-08-05
Sonora,Hombre,Estudiante de medicina,586.2,0,9,2024-08-05
Guanajuato,Hombre,Enfermera/o,0.0,0,0,2024-08-05
Oaxaca,Hombre,Médica/o,576.5,0,8,2024-08-05
Sonora,Hombre,Médica/o residente,168.3,0,1,2024-08-05
Coahuila,Hombre,Enfermera/o,42.7,0,0,2024-08-05
Sonora,Mujer,Enfermera/o,45.6,0,9,2024-08-05
Coahuila,Hombre,Enfermera/o,0.0,0,2,2024-08-05
Guanajuato,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Nuevo León,Mujer,Pasante,0.0,0,0,2024-08-05
Otro (Especifique),Mujer,Sin dato,0.0,0,0,2024-08-05
Sonora,Mujer,Psicóloga/o,349.1,0,9,2024-08-05
Querétaro,Hombre,Enfermera/o,0.0,0,2,2024-08-05
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Querétaro,Hombre,Administrativa/o,0.0,0,1,2024-08-05
Querétaro,Hombre,Personal Directivo,0.0,0,0,2024-08-05
Querétaro,Hombre,Médica/o residente,0.0,0,0,2024-08-05
Querétaro,Hombre,Pasante,484.2,0,9,2024-08-05
Sonora,Hombre,"Coordinador/a, responsable o supervisión de área",0.0,0,1,2024-08-05
Oaxaca,Mujer,Odontóloga/o,642.5,0,9,2024-08-05
Oaxaca,Mujer,Enfermera/o,43.1,0,4,2024-08-05
Oaxaca,Mujer,Pasante,577.8,0,8,2024-08-05
Querétaro,Sin dato,Enfermera/o,617.2,7,9,2024-08-05
Oaxaca,Sin dato,Pasante,630.4,7,7,2024-08-05
Campeche,Sin dato,Psicóloga/o,300.0,7,9,2024-08-05
Sonora,Hombre,Estudiante de medicina,0.0,0,0,2024-08-05
Coahuila,Sin dato,Sin dato,0.0,0,1,2024-08-05
Campeche,Sin dato,Médica/o residente,652.3,7,9,2024-08-05
Guanajuato,Mujer,Médica/o,0.0,0,0,2024-08-05
Coahuila,Hombre,Paramédica/o,332.0,0,8,2024-08-05
Campeche,Sin dato,Enfermera/o,0.7,6,1,2024-08-05
Sonora,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,0,2024-08-05
Querétaro,Mujer,Médica/o residente,0.0,0,0,2024-08-05
Sonora,Mujer,Estudiante de medicina,497.5,0,7,2024-08-05
Nuevo León,Mujer,"Coordinador/a, Responsable O Supervisión De Área",659.0,0,9,2024-08-05
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,0,2024-08-05
Oaxaca,Mujer,Pasante,735.8,0,8,2024-08-05
Nuevo León,Mujer,Pasante,0.0,0,0,2024-08-05
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Querétaro,Mujer,Pasante,156.5,0,7,2024-08-05
Estado De México,Sin dato,Sin dato,0.0,0,4,2024-08-05
Sonora,Mujer,Médico/a Residente,0.0,0,2,2024-08-05
Querétaro,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,7,2024-08-05
Querétaro,Mujer,Nutrióloga/o,0.0,0,0,2024-08-05
Querétaro,Mujer,Administrativa/o,0.0,0,0,2024-08-05
Campeche,Mujer,"Coordinador/a, responsable o supervisión de área",589.0,0,8,2024-08-05
Oaxaca,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,1,2024-08-05
Sonora,Mujer,Médica/o residente,430.6,0,8,2024-08-05
Querétaro,Mujer,"Coordinador/a, Responsable O Supervisión De Área",409.0,0,7,2024-08-05
Coahuila,Mujer,Médica/o residente,0.0,0,0,2024-08-05
Querétaro,Sin dato,Médica/o,1670.4,7,9,2024-08-05
Campeche,Mujer,Psicóloga/o,47.2,0,3,2024-08-05
AtentaMente,Mujer,Personal Directivo,0.0,0,6,2024-08-05
Campeche,Mujer,Psicóloga/o,0.0,0,1,2024-08-05
Sonora,Mujer,Médica/o,474.6,0,9,2024-08-05
Nuevo León,Mujer,Administrativa/o,20.9,0,2,2024-08-05
Jalisco,Mujer,Nutrióloga/o,0.0,0,3,2024-08-05
Sonora,Hombre,Paramédica/o,15.0,7,1,2024-08-05
Sonora,Sin dato,Promotor/a en salud,800.1,7,9,2024-08-05
Querétaro,Mujer,Médica/o residente,0.0,0,0,2024-08-05
Oaxaca,Mujer,Enfermera/o,0.0,0,1,2024-08-05
Querétaro,Sin dato,Odontóloga/o,2587.2,7,9,2024-08-05
Sonora,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Zacatecas,Hombre,Otro (Especifique),0.0,0,1,2024-08-05
Oaxaca,Mujer,Sin dato,0.0,0,2,2024-08-05
Oaxaca,Hombre,Médica/o,636.5,0,9,2024-08-05
Jalisco,Hombre,Enfermera/o,0.0,0,0,2024-08-05
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",551.7,7,9,2024-08-05
Campeche,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Coahuila,Sin dato,Sin dato,596.1,0,8,2024-08-05
Oaxaca,Sin dato,Pasante,723.0,7,9,2024-08-05
Campeche,Sin dato,Química/o,824.7,7,9,2024-08-05
Oaxaca,Hombre,Pasante,0.0,0,0,2024-08-05
Campeche,Sin dato,Nutrióloga/o,245.5,7,7,2024-08-05
Querétaro,Sin dato,Sin dato,0.0,0,1,2024-08-05
Sonora,Mujer,Personal Directivo,3.6,0,5,2024-08-05
Querétaro,Mujer,Pasante,163.8,0,1,2024-08-05
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,Química/o,1121.8,0,9,2024-08-05
Oaxaca,Mujer,Administrativa/o,303.3,0,9,2024-08-05
Nuevo León,Hombre,Enfermera/o,0.0,0,0,2024-08-05
Jalisco,Sin dato,Sin dato,0.0,0,5,2024-08-05
Querétaro,Sin dato,Pasante,674.0,7,9,2024-08-05
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Oaxaca,Sin dato,Enfermera/o,377.3,7,8,2024-08-05
Querétaro,Mujer,Psicóloga/o,0.0,0,3,2024-08-05
Coahuila,Sin dato,Médica/o,142.8,7,7,2024-08-05
Jalisco,Mujer,Médica/o,0.0,0,0,2024-08-05
Campeche,Mujer,Administrativa/o,498.6,0,9,2024-08-05
Querétaro,Sin dato,Médica/o residente,491.2,2,8,2024-08-05
Campeche,Mujer,Médica/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,0,2024-08-05
Coahuila,Sin dato,Estudiante de medicina,29.8,0,7,2024-08-05
Sonora,Hombre,Promotor/a En Salud,0.0,0,0,2024-08-05
Querétaro,Sin dato,Sin dato,0.0,0,1,2024-08-05
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Campeche,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Querétaro,Sin dato,Administrativa/o,530.5,7,9,2024-08-05
Campeche,Hombre,Médica/o,0.0,0,0,2024-08-05
Guanajuato,Hombre,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,1,2024-08-05
Sonora,Mujer,Nutrióloga/o,54.9,0,2,2024-08-05
Querétaro,Sin dato,Promotor/a en salud,503.2,7,9,2024-08-05
Nuevo León,Mujer,Promotor/a En Salud,673.2,0,9,2024-08-05
Sonora,Mujer,Médica/o residente,0.0,0,0,2024-08-05
Sonora,Mujer,"Coordinador/a, Responsable O Supervisión De Área",602.5,0,8,2024-08-05
Oaxaca,Mujer,Administrativa/o,21.2,0,3,2024-08-05
SIMI,Mujer,Psicóloga/o,1141.5,0,9,2024-08-05
Sonora,Sin dato,Psicóloga/o,1003.8,7,9,2024-08-05
Oaxaca,Mujer,Psicóloga/o,0.0,0,0,2024-08-05
Querétaro,Mujer,Psicóloga/o,0.0,0,0,2024-08-05
Campeche,Mujer,Administrativa/o,356.6,0,9,2024-08-05
Oaxaca,Mujer,Administrativa/o,707.0,0,6,2024-08-05
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",535.0,0,9,2024-08-05
SIMI,Mujer,Psicóloga/o,626.7,0,8,2024-08-05
Oaxaca,Sin dato,Sin dato,0.0,0,3,2024-08-05
Estado de México,Mujer,Psicóloga/o,573.9,0,7,2024-08-05
Querétaro,Hombre,Médica/o,51.7,0,2,2024-08-05
Querétaro,Hombre,Psicóloga/o,684.3,0,7,2024-08-05
Campeche,Sin dato,Sin dato,100.7,0,8,2024-08-05
Sonora,Sin dato,Psicóloga/o,315.2,7,9,2024-08-05
Campeche,Sin dato,Personal directivo,791.4,7,9,2024-08-05
Sonora,Mujer,Psicóloga/o,172.5,0,4,2024-08-05
Otro (Especifique),Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,1,2024-08-05
Sonora,Hombre,Médica/o,0.0,0,1,2024-08-05
Sonora,Mujer,Psicóloga/o,0.0,0,0,2024-08-05
Querétaro,Mujer,Pasante,434.5,0,9,2024-08-05
Campeche,Sin dato,Enfermera/o,103.3,7,3,2024-08-05
Querétaro,Mujer,Administrativa/o,711.9,0,9,2024-08-05
Oaxaca,Mujer,Química/o,864.4,0,8,2024-08-05
Sonora,Hombre,Química/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,1,2024-08-05
Campeche,Hombre,Química/o,0.0,0,0,2024-08-05
Campeche,Hombre,Química/o,0.0,0,0,2024-08-05
Coahuila,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,0,2024-08-05
Jalisco,Hombre,Química/o,0.0,0,0,2024-08-05
Querétaro,Mujer,Química/o,912.0,0,9,2024-08-05
Querétaro,Mujer,Enfermera/o,713.5,0,9,2024-08-05
Oaxaca,Mujer,Administrativa/o,491.1,0,8,2024-08-05
Guanajuato,Mujer,Médica/o,0.0,0,1,2024-08-05
Sonora,Mujer,Médica/o residente,0.0,0,0,2024-08-05
Oaxaca,Hombre,Médica/o,0.0,0,0,2024-08-05
Oaxaca,Hombre,Médica/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,Odontóloga/o,260.7,0,3,2024-08-05
Campeche,Hombre,Médica/o residente,1068.1,0,9,2024-08-05
Oaxaca,Sin dato,Pasante,11.7,7,3,2024-08-05
Sonora,Hombre,Administrativa/o,236.0,0,8,2024-08-05
Querétaro,Hombre,Pasante,0.0,0,5,2024-08-05
Nuevo León,Hombre,"Coordinador/a, Responsable O Supervisión De Área",598.5,0,9,2024-08-05
Oaxaca,Hombre,Administrativa/o,752.5,0,9,2024-08-05
Nuevo León,Hombre,Administrativa/o,0.0,0,1,2024-08-05
Coahuila,Sin dato,Administrativa/o,630.7,7,9,2024-08-05
Coahuila,Sin dato,Sin dato,364.5,0,8,2024-08-05
Oaxaca,Mujer,Volunaria/o,1214.4,0,9,2024-08-05
Nuevo León,Sin dato,Promotor/a en salud,0.0,6,2,2024-08-05
Nuevo León,Sin dato,Psicóloga/o,672.3,7,9,2024-08-05
Sonora,Hombre,Médica/o residente,46.7,0,4,2024-08-05
Coahuila,Sin dato,Sin dato,332.0,0,7,2024-08-05
Campeche,Sin dato,Enfermera/o,535.2,7,9,2024-08-05
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,0,2024-08-05
Campeche,Sin dato,"Coordinador/a, responsable o supervisión de área",533.1,7,9,2024-08-05
Sonora,Sin dato,Enfermera/o,0.0,6,0,2024-08-05
Sonora,Mujer,Química/o,597.7,0,9,2024-08-05
Sonora,Mujer,Médica/o residente,130.9,0,6,2024-08-05
Sonora,Mujer,Trabajador/a social,695.6,0,9,2024-08-05
Sonora,Mujer,Médica/o residente,547.7,0,9,2024-08-05
Nuevo León,Mujer,Pasante,0.0,0,0,2024-08-05
Coahuila,Hombre,"Coordinador/a, responsable o supervisión de área",711.4,0,8,2024-08-05
Oaxaca,Mujer,Enfermera/o,0.0,0,1,2024-08-05
Coahuila,Sin dato,Sin dato,0.0,0,1,2024-08-05
Nuevo León,Mujer,Administrativa/o,66.7,0,8,2024-08-05
Coahuila,Sin dato,Estudiante de medicina,602.5,0,8,2024-08-05
Coahuila,Sin dato,Enfermera/o,560.6,6,9,2024-08-05
Coahuila,Sin dato,Sin dato,529.8,0,9,2024-08-05
Oaxaca,Mujer,Pasante,300.0,0,9,2024-08-05
Sonora,Sin dato,Médica/o,430.8,7,8,2024-08-05
Guanajuato,Mujer,Pasante,0.0,0,0,2024-08-05
Querétaro,Mujer,Personal Directivo,37.7,0,1,2024-08-05
Sonora,Hombre,Estudiante de medicina,822.7,0,8,2024-08-05
Coahuila,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Coahuila,Sin dato,Médica/o,0.0,7,0,2024-08-05
Nuevo León,Mujer,Pasante,0.0,0,0,2024-08-05
Oaxaca,Sin dato,Enfermera/o,0.0,5,5,2024-08-05
AtentaMente,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,2,2024-08-05
Querétaro,Mujer,Técnica/o,1678.5,0,9,2024-08-05
Campeche,Sin dato,Enfermera/o,12889.4,7,9,2024-08-05
Querétaro,Mujer,Pasante,423.3,0,7,2024-08-05
Nuevo León,Hombre,Personal Directivo,331.2,0,9,2024-08-05
Coahuila,Sin dato,Estudiante de medicina,0.0,0,0,2024-08-05
Oaxaca,Hombre,Pasante,128.5,0,7,2024-08-05
Sonora,Sin dato,Administrativa/o,1098.1,7,9,2024-08-05
SIMI,Mujer,Psicóloga/o,417.9,0,9,2024-08-05
Sonora,Sin dato,Enfermera/o,11.7,7,0,2024-08-05
Coahuila,Mujer,Médica/o,0.0,0,1,2024-08-05
Campeche,Hombre,Técnica/o,471.5,0,9,2024-08-05
Coahuila,Hombre,Técnica/o,0.0,0,0,2024-08-05
Campeche,Hombre,Administrativa/o,658.4,0,8,2024-08-05
Sonora,Mujer,Personal Directivo,618.2,0,8,2024-08-05
Sonora,Hombre,Administrativa/o,108.8,0,7,2024-08-05
Coahuila,Sin dato,Estudiante de medicina,0.0,0,0,2024-08-05
Coahuila,Masculino,Administrativa/o,475.9,0,8,2024-08-05
AtentaMente,Hombre,Administrativa/o,776.3,0,8,2024-08-05
Sonora,Mujer,"Coordinador/a, Responsable O Supervisión De Área",444.6,0,8,2024-08-05
Oaxaca,Sin dato,Otro,145.7,7,1,2024-08-05
Querétaro,Mujer,Administrativa/o,0.4,0,4,2024-08-05
Querétaro,Mujer,Química/o,804.5,0,8,2024-08-05
Sonora,Mujer,Administrativa/o,406.1,0,9,2024-08-05
Campeche,Mujer,"Coordinador/a, responsable o supervisión de área",604.3,0,9,2024-08-05
Sonora,Mujer,Psicóloga/o,11.7,0,0,2024-08-05
Oaxaca,Sin dato,Médica/o,1761.2,7,9,2024-08-05
Coahuila,Sin dato,Estudiante de medicina,65.7,0,6,2024-08-05
Coahuila,Sin dato,Estudiante de medicina,0.0,0,0,2024-08-05
Campeche,Hombre,Médica/o,0.0,0,0,2024-08-05
Campeche,Hombre,Técnica/o,837.3,0,9,2024-08-05
Campeche,Sin dato,Enfermera/o,0.0,7,0,2024-08-05
Querétaro,Hombre,Médica/o,656.4,0,9,2024-08-05
Campeche,Hombre,Enfermera/o,0.0,0,0,2024-08-05
Campeche,Hombre,Administrativa/o,0.0,0,2,2024-08-05
Sonora,Mujer,Médica/o,70.6,0,1,2024-08-05
Campeche,Mujer,Administrativa/o,0.0,0,1,2024-08-05
Oaxaca,Mujer,Trabajador/a social,937.6,0,9,2024-08-05
Campeche,Sin dato,Administrativa/o,512.0,7,9,2024-08-05
Sonora,Mujer,"Coordinador/a, responsable o supervisión de área",818.4,0,9,2024-08-05
Querétaro,Mujer,"Coordinador/a, Responsable O Supervisión De Área",11.9,0,3,2024-08-05
Coahuila,Sin dato,Sin dato,60.4,0,4,2024-08-05
Sonora,Mujer,Enfermera/o,0.0,0,1,2024-08-05
Nuevo León,Mujer,Otro (Especifique),0.0,0,0,2024-08-05
Campeche,Sin dato,Administrativa/o,0.0,7,5,2024-08-05
Nuevo León,Sin dato,Enfermera/o,0.0,7,9,2024-08-05
Sonora,Mujer,Psicóloga/o,0.0,0,0,2024-08-05
Estado de México,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,Psicóloga/o,329.6,0,9,2024-08-05
Nuevo León,Sin dato,Química/o,661.5,7,9,2024-08-05
AtentaMente,Mujer,Otro,0.0,0,1,2024-08-05
Campeche,Mujer,Administrativa/o,325.0,7,9,2024-08-05
Sonora,Mujer,Enfermera/o,0.0,0,3,2024-08-05
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Sonora,Mujer,Estudiante de medicina,539.4,0,8,2024-08-05
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",726.6,7,9,2024-08-05
